Nomor laporan,Keterangan Laporan,Foto Laporan,Status laporan,Tanggal lapor,Tanggal ditindaklanjuti,Kategori,Lat,Lng,Kelurahan,Kecamatan,Kota,Provinsi,Day,,,
1072638,PKL vip abadi bebas berjualan diatas trotoar #pedesterianfirst #trotoarygdibajak #trotoar,http://lh3.googleusercontent.com/-LW8S63dUKGurbv9AIQmiglsElMIZsPir-xnYTOopeMkwJeFwJHFsyCBkeMqllJVZsFBos20lAyQx-2lbHBEXtfjBDML=s480-c,wait,04/11/2017,,Kaki Lima Liar,-6.217346,106.798172,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday,,,
1072867,Jalan dan trotoar untuk pkl liar,http://lh3.googleusercontent.com/_2px-YwZJoOcdruY_P-v3n_6WJOO_iGQg9Qhn0R6uJ7Tcm67L8qTI8crX2rLL_krVaIC6NnIVr1wdV2gHmju9qFifPGGiA=s480-c,wait,05/11/2017,,Kaki Lima Liar,-6.168148,106.830383,Pasar Baru,Sawah Besar,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Sunday,,,
1073064,"Pkl di trotoar ,+gojeg pada nongkrong buang sampahnya sembarangan",http://lh3.googleusercontent.com/z2wN-uZPJrkR2XMUfi33q-3zVOL5PrUYqKoPAL71WNsBkAAFdilDYhHGloYVjr9Ywd-Dha-0zFHWcaJ8l6HMVlSAlIIw=s480-c,wait,05/11/2017,,Kaki Lima Liar,-6.167683,106.828514,Kebon Kelapa,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Sunday,,,
1073822,Kaki lima bikin kotor #trotoar,http://lh3.googleusercontent.com/5h9kgtPleLrPLo5LzzO-CncF0KSDFSEioNoz-C3KLWO54CLbrjwdPTi-Zv9wa-JJ7pbwh9FJnxZXTw1K8pI_9oexp4IKVw=s480-c,complete,07/11/2017,13/11/2017,Kaki Lima Liar,-6.187238,106.825867,Gondangdia,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1074327,"#bikinmacet ini tukang ban di atas trotoar jg bikin macet, tlg dipindahin krn bangunannya illegal",http://lh3.googleusercontent.com/VL_Tq7EH5WKZ6_yZ3a5wBjc8CCf05dhnj-E8hIu_pmseGM8sRuDQgGozXJ_i2DTtEkzubobPaLaN6xhw7ptlhecJqpBcWw=s480-c,wait,08/11/2017,,Kaki Lima Liar,-6.187054,106.875221,Cempaka Putih Timur,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1074449,#bikinmacet #trotoar gimana caranya nunggu bis kalo gini?,http://qlueinvideos.storage.googleapis.com/5a02eb83b0cd4.mp4,process,08/11/2017,,Kaki Lima Liar,-6.21632,106.815971,Bendungan Hilir,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1074480,#trotoar #atassaluran,http://lh3.googleusercontent.com/RGOcU4OWEW-qhcdGdzxhOSa57ktUjVPrcZxyIjEjGcry21rH8BjvP_RM7WWGlbmonYnE8SM6XMKUUaj2xZVPAgOy3vXWCw=s480-c,wait,08/11/2017,,Kaki Lima Liar,-6.187002,106.830421,Kebon Sirih,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1074481,#trotoar #atassaluran,http://lh3.googleusercontent.com/ZmUXK89eZ4fvkTz_VfzAnNHRnNioEjJ5Q0yUcyYsvh0_6hwmddY-ZMNsapyC_4qkFLaVjFaUDToWlINf7Xyc6NyxKdST=s480-c,wait,08/11/2017,,Kaki Lima Liar,-6.186944,106.830208,Kebon Sirih,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1074687,pedagamg berdagang di trotoar bikin macettt,http://qlueinvideos.storage.googleapis.com/5a03e41690452.mp4,complete,09/11/2017,13/11/2017,Kaki Lima Liar,-6.184926,106.811012,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Thursday,,,
1074760,"PKL di halte sawah besar dan tangga penyebrangan, sangat mengganggu pejalan kaki dan penunggu kendaraan, serta mengganggu lalulintas Krn dekat dengan per empatan lampu merah #bikinmacet #trotoar",http://lh3.googleusercontent.com/3ElnPHPm1--UvSqKfZCUsxabqsDn4Xiz115kTF2Ve5RvA46sgmgiKVO3FC1ubNhbJoe--SmCjCd1DxmAZ6UBj99C3LqX=s480-c,wait,09/11/2017,,Kaki Lima Liar,-6.159961,106.819916,Kebon Kelapa,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Thursday,,,
1074920,"#trotoar #atassaluran adanya bengkel memang membantu kendaraan yg rusak, namun apakah harus mengorbankan fasilitas umum?",http://lh3.googleusercontent.com/BpGTxtUd2KdvNIkp-pj9xp5tTCOLx_gO0EdqWKTLDlEebo9BVVhyg9XClLaDfDuBx3uakFg3CgsSNeSFWk9rrPtLecqk=s480-c,wait,10/11/2017,,Kaki Lima Liar,-6.167172,106.830498,Pasar Baru,Sawah Besar,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday,,,
1075008,di #atassaluran #trotoar,http://lh3.googleusercontent.com/0_9dSQ49tNxxQ1M-CZg-2z0UgQ7TWiLdBZy35PM9_o14SBnpvzU4w8eFmG1vpWM-knVJUQQ_8VQ6iyjThHwPHZdAj3Yb=s480-c,wait,10/11/2017,,Kaki Lima Liar,-6.177624,106.817848,Petojo Selatan,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday,,,
1075011,di #atassaluran #trotoar,http://lh3.googleusercontent.com/Bd2KHY_gEGyfTpul7OmNgjkhmOMdqIKcp6UkI-62e4a_QDHPqgySfz8Bu_kvILsn7CIoa7vg8HkTZXuZ2tFcH4wl2Bch=s480-c,wait,10/11/2017,,Kaki Lima Liar,-6.177708,106.816772,Petojo Selatan,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday,,,
1075196,"#trotoar trotoar jaman now, dikuasai warung, \u1f622\u1f622\u1f622",http://lh3.googleusercontent.com/egum2pRmQmP1SEALsOLRikcqSUrGvw5EBZqIOSUXGjtEhT0sKOwJnzMRzCwTGTeKAnWwJPcZD1vPG_VjQc_6umVciuLNwA=s480-c,wait,10/11/2017,,Kaki Lima Liar,-6.190263,106.843796,Kenari,Senen,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday,,,
1075383,Jln anyer raya sdh seperti ini kompleks pedagang di bahu jalan parkir liar ini juga ke arah kantor lurah menteng pula tolong di tata sebgmn mesti ny di mana bgian penataan di tunggu aksi #atassaluran #trotoar #bikinmacet,http://lh3.googleusercontent.com/Xp0xhtREFqIv683l5MtdHHkKiqIP_VfDRDn3wxb1Xu4eFPTQ86nFYpMncrjDWtEH5vOsKeLc5d667SHvxoo1TlF_6xs=s480-c,wait,11/11/2017,,Kaki Lima Liar,-6.202756,106.84391,Menteng,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday,,,
1076242,#trotoar usaha di #atassaluran air bikin susah pejalan kaki lewat pula,http://lh3.googleusercontent.com/BhWsdOsLl1f_Rapc2JSIiYyuxexTvzjoHXj40to8JyQSXVMpjlLaOds0DRMqFa0qPrennzY2e1FnIQsGlJG1SVFN3H0=s480-c,wait,13/11/2017,,Kaki Lima Liar,-6.202863,106.844116,Menteng,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1077168,Pecel lele & roti bakar liar di atas trotoar Jl. Angkasa mohon ditertibkan. Pejalan kaki itu harus ke aspal bersenggolan dengan motor & mobil. #trotoar,http://lh3.googleusercontent.com/d14rDK1C2YBDHkg4VQZqaDu3LcbCgjdobxyyJ21Vg0u1H8VAC7rQ30g3PIrcLdvLJwcFb2THuIJ8VIHxGQB_V9s-GVo=s480-c,wait,14/11/2017,,Kaki Lima Liar,-6.162247,106.843628,Kemayoran,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1077192,#trotoar dan sumpek diliat pedagang ini,http://lh3.googleusercontent.com/zNVpRsUMywT6TEQ0uqtx26_Umr3K1wb8jwMIC9WosVVrBmG2R-CisXSp29aEGBXgjAiLtwUUHoyIt78jUrDDkrYDMKcD=s480-c,complete,14/11/2017,12/12/2017,Kaki Lima Liar,-6.204543,106.799942,Gelora,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1077433,Jualan ban di trotoar menutup akses pejalan kaki,http://lh3.googleusercontent.com/6qhPc_w9VTmB-eN9X9KdrIWUOyp3RNLluDQHvzGTndY_AHQwLlZQQz06JA0xPdBnsikV0ElLPzhXtCnD9iYZEWbg_Grk=s480-c,wait,15/11/2017,,Kaki Lima Liar,-6.194579,106.820602,Kebon Melati,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1077511,#bikinmacet #trotoar tolong di TL parkiran liar makin banyak. Dan kaki lima mulai numpuk. Thanks,http://qlueinvideos.storage.googleapis.com/5a0c12519943a.mp4,wait,15/11/2017,,Kaki Lima Liar,-6.166385,106.802322,Cideng,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1078190,"#trotoar #atassaluran ttp masih belum tertata kembali tolong pemangku jabatan wilayah di kembali ke posisi peruntukan yg sebenarnya
Wilayah tertib aman dambaan kami.",http://lh3.googleusercontent.com/hezd_uL0Op9mhic8ItCzBWUBG5LFZoP0tVvLxvLSIDqcFPq2hNDONSn3btg-_j33cNeJN0r0BxY1-Eg8XYdBKK5OkZ4=s480-c,wait,17/11/2017,,Kaki Lima Liar,-6.20275,106.8442,Menteng,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday,,,
1078376,"PKL Liar dibawah Rel KA Layang Juanda, bikin kumuh. Trotoar udah bagus",http://lh3.googleusercontent.com/0g1G-hUXG5w4VVCM-8hFl9J75glrFOfAJpE45t_zC_DgGJNAsW8FNQuIiO0YVChK6qJ_FY6OcqNpWuxqmeQ_bOCyWCUr-A=s480-c,wait,17/11/2017,,Kaki Lima Liar,-6.168178,106.830299,Pasar Baru,Sawah Besar,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday,,,
1079214,#trotoar #atassaluran,http://lh3.googleusercontent.com/zR8QnOrB6ZzKELu-dSb1Tt6LEWoS5IaKnwZL4c3zCZzGrhZds8-w8iK6Xd958AfrgVj9D2wG8XBo6ylrruvQ4aO5sms=s480-c,wait,19/11/2017,,Kaki Lima Liar,-6.142487,106.83371,Gunung Sahari Utara,Sawah Besar,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Sunday,,,
1079219,#trotoar #atassaluran mobil tua?,http://lh3.googleusercontent.com/LuxxEwVGLG-b51prqRGhSjOAfLEVhAdZwL5j58lrDVEO0PQ_zzp9oGvnEnMBQSFxUi7jxxZHClbuxwfKsC-u5n3ruU62=s480-c,wait,19/11/2017,,Kaki Lima Liar,-6.148424,106.834511,Gunung Sahari Utara,Sawah Besar,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Sunday,,,
1079507,#trotoar #atassaluran bengkel memang bermanfaat memperbaiki motor yg rusak tapi apa harus mengorbankan fasum?,http://lh3.googleusercontent.com/2w_CH1lGzfn8zccf847YoH-69sTAJ7R6qkpXynS1OfV47oat3Ky8Lj60VSM4Y4i7nAi-Txpu1QFCDuaqT0OLyV2rMuY=s480-c,wait,20/11/2017,,Kaki Lima Liar,-6.164143,106.829712,Pasar Baru,Sawah Besar,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1079611,Jualan diatas trotoar,http://lh3.googleusercontent.com/KZoyupJ3lKKuIGallbWDVUx1W01vdMki6knyXGvgo6ai_dJ2Il40TZePfUTybYFgA7A1stGr_Z8qHtxHlhdVTsGtvVnIxg=s480-c,wait,20/11/2017,,Kaki Lima Liar,-6.162208,106.812538,Petojo Utara,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1080105,PKL Hotel Ayana (Intercontinental) bertahun2 tidak pernah dibasmi. Sudah jalanan dan trotoar diperluas pun masih dagang dijalanan.,http://lh3.googleusercontent.com/uwPCgIWLtDuo-RGprGnOT_PoU4HrLv-PCrTguPCSDctf6yp_GdbhupPpoeGDSzCi1VhKmOI3dH7UdKQe-rmEvLIFj53-=s480-c,wait,21/11/2017,,Kaki Lima Liar,-6.209396,106.820999,Karet Tengsin,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1080217,"PKL ditrotoar tolong ditertibkan lokasi jalan bonang dekat monumen proklamasi,tolong satpol kec menteng jangan pilih kasih dong...",http://lh3.googleusercontent.com/6TOUOkvGMCwVqrtM7YCs90mZVJJbcWeFqVA4I0FaDZ11D3oxZhsetLwoTxBOLBMQkddWxCM0GbLn8RxaWWK2YD9ebKhcMg=s480-c,wait,21/11/2017,,Kaki Lima Liar,-6.204286,106.846527,Pegangsaan,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1080281,PKL dagang di atas trotoar setiap malam hari di sepanjang jln Johar Baru/Percetakan negara #bikinmacet #trotoar #pkl,http://lh3.googleusercontent.com/P82ec-yKTLbDOoZtGL1ztdc-JZKzgoT1JSVqqCVLq4Mv8iGNxPSpqzh0gx8tSQOnrmJZsZboN-u8-2nXxJu3xR72_0EY=s480-c,complete,21/11/2017,28/01/2018,Kaki Lima Liar,-6.184722,106.85611,Johar Baru,Johar Baru,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1080282,PKL dagang di atas trotoar setiap malam hari di sepanjang jln johar baru/percetakan negara #bikinmacet #trotoar #pkl,http://lh3.googleusercontent.com/zLqTFCBrF0_vqbXX90ijwIwOsqtX3l5Am93qDUUIdzE_i6P7f9uzuQXKqqSAZG41q7XkZsyrg0aqWAojQd9uhix2L5fRyw=s480-c,complete,21/11/2017,28/01/2018,Kaki Lima Liar,-6.183761,106.856064,Johar Baru,Johar Baru,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1080283,PKL dagang di atas trotoar setiap malam hari di sepanjang jln johar baru/percetakan negara #bikinmacet #trotoar #pkl,http://lh3.googleusercontent.com/5JEUdRF1oS9lrZytR-pytSTDQzw1v5D3Y1s51HgYz66W1F6ULNHziif7cYTl2EMP2Wl1FfL5-sJ-i2ZzfSHQ1JRppHw=s480-c,complete,21/11/2017,27/01/2018,Kaki Lima Liar,-6.184166,106.85611,Johar Baru,Johar Baru,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1080284,PKL dagang di atas trotoar setiap malam hari di sepanjang jln johar baru/percetakan negara #bikinmacet #trotoar #pkl,http://lh3.googleusercontent.com/-aK58MxaN_9nZFGnGrA2Pn4_ZPevP98Da4ufh2_xgJCzKJLriI86OIG1me5i4_1AyMLbKWwc7j1IF_Yt2gB6GlGY0OA=s480-c,complete,21/11/2017,28/01/2018,Kaki Lima Liar,-6.184722,106.85611,Johar Baru,Johar Baru,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1080285,PKL dagang di atas trotoar setiap malam hari di sepanjang jln johar baru/percetakan negara #bikinmacet #trotoar #pkl,http://lh3.googleusercontent.com/o_W_6CpueVlTjbWGGxUBqv9ufSiPFd6_GegwDt8MgBGD0O9YOMu2EqTgRx590LEC1pPNoHbthkmPJDvgWKa1JOtCpT9w=s480-c,complete,21/11/2017,28/01/2018,Kaki Lima Liar,-6.183889,106.856392,Johar Baru,Johar Baru,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1080493,pkl dagang diatas trotoar . fungsi trotoar buat pejalan kaki . #atassaluran #trotoar,http://lh3.googleusercontent.com/Du1kRqQ99YHUwgFYX6PiLz796WdGsjG6C7gWj5X_TDIKEjD0qu2xSVhpJn0fT9mI4WWpcOtq_zHnVlWAv_eDJTad2eg=s480-c,wait,22/11/2017,,Kaki Lima Liar,-6.17004,106.871117,Cempaka Putih Timur,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1080498,pkl diatas #trotoar . trotoaar bukan buat motor. fungsi trotoar buat pejalan kaki . razia pkl,http://lh3.googleusercontent.com/gNiN5BrF6i9FmFDkq-ob_Ofufzr5SUdfpQFYLWM-d6a05PlMNyKZxvLs7KBsIpzTwCmSmg0WwyzCmwvQwWxZsQQwWQdH=s480-c,wait,22/11/2017,,Kaki Lima Liar,-6.169307,106.870758,Cempaka Putih Timur,Cempaka Putih,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1080546,#trotoar #atassaluran #bikinmacet,http://lh3.googleusercontent.com/HDxzwyqCkDlzYLG9NDa_U-QYuQcVyUHPqDHtRAJGQncBPFSDBi1Pl6EI6BO5DAPQE2QmdSZ3Dkc5yajK84QU4DpbPTgi=s480-c,complete,22/11/2017,27/11/2017,Kaki Lima Liar,-6.167568,106.8424,Kemayoran,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1080548,#bikinmacet #trotoar #atassaluran,http://lh3.googleusercontent.com/2gkRcYH1_s0ORC1RQWastpQ-CaIyJeW1sEWr2a2bTQUxaScMoUJmHM3zUsBQU0fWWbQjpp5IUtaq1NZsHCLYoY_jjV8Q=s480-c,complete,22/11/2017,27/11/2017,Kaki Lima Liar,-6.167714,106.8424,Kemayoran,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1080605,Alih fungsi trotoar,http://lh3.googleusercontent.com/KW5KNTg5M8AwLJos27t9JslImWgNzyJiOj2J8eVZazG66l3RjJKLqc6nk1NKsXYjLUTSilswEKNN-lcFV0BvLAFQLaeh=s480-c,wait,22/11/2017,,Kaki Lima Liar,-6.191869,106.841682,Cikini,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1080925,Berdagang warung nasi di trotoar 1x24 jam x 12 bulan x bertahun tahun. Ada penertiban geser sebentar balik lagi jualan di trotoar #bikinmacet #atassaluran #trotoar,http://lh3.googleusercontent.com/ukwPYMJAaZujB-dEnSplIA9KdNw6fhJ2LYyirUhX7ur9mqiGrDqvvCNFIZGpZV45rQo8CjFf3AnOj-bGC3HhrCqiyON5=s480-c,wait,23/11/2017,,Kaki Lima Liar,-6.187438,106.817192,Kampung Bali,Tanah Abang,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Thursday,,,
1081205,Masih berjualan di trotoar di johar baru #trotoar,http://lh3.googleusercontent.com/vTbvY5Bj7bsR9HVGE2EtvkilZ48BnOwNLuKWHHIU9rESrT6QLTmImiLDeCPBlyJ72jFfBP-fnl32HuqXZMe1AX4DRPdN=s480-c,complete,23/11/2017,02/12/2017,Kaki Lima Liar,-6.185885,106.856079,Johar Baru,Johar Baru,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Thursday,,,
1082563,#atassaluran #trotoar,http://lh3.googleusercontent.com/9c-8jREej3ECJThLgNGaogdWN_q6Dhorm8YP8YwkXlQ3ee4kVUjCxrUWMjrO2Q56V8xhzJtJTyq93buJa38NGshF4oOt=s480-c,complete,25/11/2017,07/12/2017,Kaki Lima Liar,-6.16228,106.843262,Kemayoran,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday,,,
1082565,#trotoar #atassaluran #bikinmacet,http://lh3.googleusercontent.com/YO5Po5lFv2VyUSQQwO1GU5OsIfdhd5SBreMdcMWyeBmGXzYi7uN37IUFlj5mx8GGPCaHyP3GFBuWzrnsfVqUBo7cyse8=s480-c,complete,25/11/2017,27/11/2017,Kaki Lima Liar,-6.162179,106.843216,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday,,,
1082567,#bikinmacet #trotoar #atassaluran,http://lh3.googleusercontent.com/leI3akorNoyz_aryPjy6V_IOEU3purPW1z8TaLD_S9mWG8YIA_bG-fHL_r43drz6LZz1obdRGYetJm-7mNFqK3zzlrTD=s480-c,complete,25/11/2017,04/12/2017,Kaki Lima Liar,-6.162244,106.84317,Kemayoran,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday,,,
1082569,#atassaluran #trotoar #bikinmacet,http://lh3.googleusercontent.com/OftffEaas9JFVtmuPxL1CmKV3EaOdAdKTd60-jFJbvEfhWIurxKzEicTV2EJ7ex3xvjrnkO4xCeoEGU-plb4tuV2JmqX=s480-c,complete,25/11/2017,25/12/2017,Kaki Lima Liar,-6.162429,106.842621,Kemayoran,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday,,,
1082701,"Pk, 5 memadati spanjang trotoar #trotoar",http://lh3.googleusercontent.com/uludFxo9oL3RqVMTdIlavq8bQ2rHlbHwHyDpTLR-TCXIcaqZFyI67pQH96toY4KrKWv-PdRf5AKITY4lOwfE8qHusZk=s480-c,wait,25/11/2017,,Kaki Lima Liar,-6.186692,106.823235,Gondangdia,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Saturday,,,
1083491,#trotoar enak buat jalan..udah lebar dan bagus #atassaluran,http://qlueinvideos.storage.googleapis.com/5a1baaedc4d9c.mp4,wait,27/11/2017,,Kaki Lima Liar,-6.162604,106.812569,Petojo Utara,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1083494,#trotoar #bikinmacet #atassaluran enak buat dagang trotoarnya udah lebar dan bagus,http://qlueinvideos.storage.googleapis.com/5a1bab52e2bda.mp4,wait,27/11/2017,,Kaki Lima Liar,-6.163003,106.812607,Petojo Utara,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1083631,Alih fungsi trotoar,http://lh3.googleusercontent.com/nGGAuTXVOBiYBzGoM8kTBP2J3aZVDmW5nEpWfbqaQeMFJYwqHnLXajfT2QzozJUyH3vm8Y83yGUuH8O6jcVxYdQYzv2mRw=s480-c,wait,27/11/2017,,Kaki Lima Liar,-6.191363,106.842857,Cikini,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1084706,#bikinmacet #atassaluran #trotoar tertibkan,http://lh3.googleusercontent.com/_Q7iiDoDlix14nqsFz8uL0Pd7nF07WtNNMmPw7iSO9dqrQK29RWyr3HyeWc7viWQrtliDO88InsgYCXYxjJnHcEFEobGUg=s480-c,wait,29/11/2017,,Kaki Lima Liar,-6.198066,106.852539,Paseban,Senen,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1086251,"Gerobak pemulung di ditaruh sembarangan saja oleh pemiliknya, sampai menghalangi akses keluar masuk warga di rawa selatan VI. Mohon aparat terkait di tindak lanjuti. Terima kasih #bikinmacet #trotoar",http://lh3.googleusercontent.com/rFsEUwCZiP8hac7jCOy3T0TiZN3R8dMuGpQ_Q-kFBFOidZvdCeNyCC9W1Rwa-7pCnR92BmBAlvr_QCgJDFLTFGqT5txpVg=s480-c,complete,04/12/2017,09/12/2017,Kaki Lima Liar,-6.180987,106.854599,Kampung Rawa,Johar Baru,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1086504,#atassaluran #trotoar,http://lh3.googleusercontent.com/wmlmI20YL_axAiTCO9ubz5EkbvUcMMo_uYxqZQXAMEK1cngvo2t9iZ9pL_U0oJrd4BdU5TCWjrpJM_4cEo_lDcpOPh4KXQ=s480-c,wait,04/12/2017,,Kaki Lima Liar,-6.188375,106.836098,Cikini,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1086748,Bangun tanpa izin #trotoar #atassaluran,http://lh3.googleusercontent.com/9JiWojTCMiE3IhfFnrQfrlGOuVfXu0drn-ixODl-ZxMBiAqfXcP8mHEXbxuUacfBjHPaWiWR9-HvA9WXGDOAxgDc3Gtx=s480-c,wait,04/12/2017,,Kaki Lima Liar,-6.195487,106.841408,Cikini,Menteng,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Monday,,,
1087192,#trotoar,http://lh3.googleusercontent.com/n5XeOFo-pTn0wp2Ai-Rqnb48xqCwGm_NwPFzO8iPQpsU96Ob7A14WMwvd7nAIxXmfjAow3U_ebPqPzhO9tu0TbaPxT6C=s480-c,wait,05/12/2017,,Kaki Lima Liar,-6.162081,106.843987,Kemayoran,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1087230,#trotoar seandainya pedagang ini bisa berjualan di tempat yg sudah ditentukan tentu pejalan kaki bisa lebih leluasa berjalan di trotoar ini,http://lh3.googleusercontent.com/5H0oSNnGwjpJEnNatlqc8kJiNqZh8Jjjk5YWCITZhNw78UKFP3D_ur-AzGZLqhPP33Q3yRLb_1iZGJh_YDnWp0gWSZc=s480-c,wait,05/12/2017,,Kaki Lima Liar,-6.164605,106.819382,Petojo Utara,Gambir,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Tuesday,,,
1087424,pkl diatas #atassaluran #trotoar,http://lh3.googleusercontent.com/Nx6MhXCC4zFsCUo7yfTLEV8AJBjMU4hBm0FwXpIooJxRLoOYphzV-d0a7f5_rDpYMFJyyPlEaoe3oeHTslzQpJlYrE92jg=s480-c,wait,06/12/2017,,Kaki Lima Liar,-6.141992,106.847351,Gunung Sahari Utara,Sawah Besar,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Wednesday,,,
1088003,#trotoar #atassaluran #kakilima tidak pantas memakai fasum trotoar !!! Lokasi di jl Pintu Air Raya depan sekolah.,http://lh3.googleusercontent.com/pcZs3JrtbW82b0G8hcRGXHLRiGUdwK2dDKSImKMcLDR4I4EW00i9oKvP_FZranGutOodnhCKwlyy2Kvlpy83txQBKa-q=s480-c,wait,07/12/2017,,Kaki Lima Liar,-6.166485,106.831421,Pasar Baru,Sawah Besar,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Thursday,,,
1088556,pkl diatas #trotoar #atassaluran tertibkan,http://lh3.googleusercontent.com/26dbJ_wQGk6ppp_E98GxZMd4qUmOFzw-DoQ3bctsbvHvqGtU8opUqwJgZsqiKHtfNDIL6SoOIe787B09WzfwJuTSI8I=s480-c,wait,08/12/2017,,Kaki Lima Liar,-6.156463,106.852402,Kebon Kosong,Kemayoran,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday,,,
1088641,#trotoar tolong di tertib kan terima kasih #johar baru,http://lh3.googleusercontent.com/kPmXsk6GCMbPYXQuWCkFJ3uJwwnpr64rzKIJZsFP_x5AGG2dNBTeTdpvhSZQ0RyDeBihDf6A4jBvbIfpEOJThDoPefyB6Q=s480-c,complete,08/12/2017,14/01/2018,Kaki Lima Liar,-6.183723,106.856201,Johar Baru,Johar Baru,Jakarta Pusat,DAERAH KHUSUS IBUKOTA JAKARTA,Friday,,,
